"bill_number","bill_id","session_id","session","session_name","bill_url","state_link","bill_title","type","bill_desc","status","status_date","session_year","two_year_period"
"S1066",1981349,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1066/2025","https://www.flsenate.gov/Session/Bill/2025/1066","Labor Negotiations",NA,"Prohibiting certain persons from knowingly and intentionally disclosing certain information or work products unless authorized to disclose such information by the chief executive officer or legislative body of the public employer; requiring persons who receive such information or work products to refer the person who provided the information to the Commission on Ethics, etc.",1,"2025-02-24",2025,"2025-2026"
"S1068",1981431,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1068/2025","https://www.flsenate.gov/Session/Bill/2025/1068","Deferred Compensation Plans for Public Employees",NA,"Citing this act as the ""Deferred Compensation Automatic Enrollment Act'; authorizing the inclusion of an automatic enrollment arrangement in a government employee's deferred compensation plan; requiring that the automatic enrollment arrangement be established with a default contribution rate; requiring that the automatic enrollment arrangement provide employees the ability to make certain elections regarding contributions; authorizing counties, municipalities, political subdivisions, and constitutional county officers to adopt automatic enrollment arrangements for specified deferred compensation programs, etc.",1,"2025-02-24",2025,"2025-2026"
"S1070",1981374,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1070/2025","https://www.flsenate.gov/Session/Bill/2025/1070","Electrocardiograms for Student Athletes",NA,"Citing this act as the ""Second Chance Act""; requiring certain students to receive an electrocardiogram to participate in athletics, beginning on a specified date; requiring the Florida High School Athletic Association (FHSAA) to adopt a schedule requiring that, by a specified date, certain students receive, before competing, at least one electrocardiogram as a part of their medical evaluation; requiring that parents who object to an electrocardiogram provide a specified release from liability, etc.",1,"2025-02-24",2025,"2025-2026"
"S1072",1981925,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1072/2025","https://www.flsenate.gov/Session/Bill/2025/1072","Expedited DNA Testing Grant Program",NA,"Defining the term ""private lab""; creating the Expedited DNA Testing Grant Program within the Department of Law Enforcement; specifying potential grant recipients; providing purposes for the grants under the program; specifying eligible uses for such grant funds, etc.",1,"2025-02-24",2025,"2025-2026"
"S1074",1981885,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1074/2025","https://www.flsenate.gov/Session/Bill/2025/1074","Transportation Concurrency",NA,"Revising which facilities must be identified in the capital improvements element of a comprehensive plan that imposes transportation concurrency, etc.",1,"2025-02-24",2025,"2025-2026"
"S1076",1981975,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1076/2025","https://www.flsenate.gov/Session/Bill/2025/1076","Roof Contracting",NA,"Revising the definition of the term ""roofing contractor""; revising the circumstances under which residential property owners are authorized to cancel a roof repair or replacement contract without penalty or obligation following a declared state of emergency; revising the notice that contractors must provide to residential property owners when executing such a contract, etc.",1,"2025-02-24",2025,"2025-2026"
"S1078",1981730,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1078/2025","https://www.flsenate.gov/Session/Bill/2025/1078","Fire Prevention",NA,"Requiring a local enforcement agency to issue a permit for a fire alarm system project or fire sprinkler system project within a specified time period; requiring the local enforcement agency to provide an inspection within a specified timeframe; specifying a condition under which a local amendment to the Florida Fire Prevention Code is unenforceable; revising what must be included in a uniform inspection report, etc.",1,"2025-02-24",2025,"2025-2026"
"S1080",1981821,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1080/2025","https://www.flsenate.gov/Session/Bill/2025/1080","Local Government Land Regulation",NA,"Requiring counties to meet specified requirements regarding the minimum information necessary for certain applications; prohibiting counties from limiting the number of quasi-judicial or public hearings held each month in certain circumstances; revising the expedited state review process for adoption of comprehensive plan amendments; requiring municipalities to meet specified requirements regarding the minimum information necessary for certain applications; prohibiting municipalities from limiting the number of quasi-judicial or public hearings held each month in certain circumstances, etc.",1,"2025-02-24",2025,"2025-2026"
"S1082",1981870,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1082/2025","https://www.flsenate.gov/Session/Bill/2025/1082","Building Inspections",NA,"Revising the Florida Building Code edition for energy conservation for a building's or a dwelling unit's maximum tested air leakage measure; revising an exception, etc.",1,"2025-02-24",2025,"2025-2026"
"S1084",1981753,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1084/2025","https://www.flsenate.gov/Session/Bill/2025/1084","Sexual Cyberharassment",NA,"Providing criminal penalties for persons who sexually cyberharass other persons with specified intent or purpose; authorizing an aggrieved person to initiate a civil action to recover punitive damages; providing time limitations for commencing prosecution for violations of sexual cyberharassment, etc.",1,"2025-02-24",2025,"2025-2026"
"S1086",1982001,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1086/2025","https://www.flsenate.gov/Session/Bill/2025/1086","Department of Elderly Affairs",NA,"Repealing a provision relating to the State Long-Term Care Ombudsman Council; clarifying that the department is responsible for designating area agencies on aging; deleting the requirement that the department fund more than one community care service system within specified counties; specifying requirements for offices of public guardian; increasing the frequency with which offices of public guardian are audited, etc.",1,"2025-02-24",2025,"2025-2026"
"S1088",1981782,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1088/2025","https://www.flsenate.gov/Session/Bill/2025/1088","State Department Customer Service Standards",NA,"Requiring state departments to employ a callback queue system for customers who contact the departments by telephone, etc.",1,"2025-02-24",2025,"2025-2026"
"S1090",1981793,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1090/2025","https://www.flsenate.gov/Session/Bill/2025/1090","Online Sellers from Foreign Countries of Concern",NA,"Requiring an online marketplace to record certain information from an online seller to verify the online seller's location; requiring an online marketplace to disclose to consumers an online seller's or online marketplace's location if the online seller or online marketplace is in, conducts business from, or fulfills orders from a foreign country of concern; requiring an online marketplace to hold in a United States-based account the sales proceeds from transactions between Florida-based consumers and online sellers located in, conducting business from, or fulfilling orders from a foreign country of concern, etc.",1,"2025-02-24",2025,"2025-2026"
"S1092",1981987,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1092/2025","https://www.flsenate.gov/Session/Bill/2025/1092","Assessment of Homestead Property",NA,"Revising the method of homestead property assessments; requiring that assessments be at the most recent purchase price or, in the case of new construction, the cost of construction; requiring that reassessment be the prior assessed value or a specified calculation; authorizing the Department of Revenue to create a grant program for a certain purpose, etc.",1,"2025-02-24",2025,"2025-2026"
"S1094",1981832,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1094/2025","https://www.flsenate.gov/Session/Bill/2025/1094","Career Planning Opportunities for Students",NA,"Requiring work-based learning opportunities to be scheduled at times and locations to maximize student access and participation; providing that a high school's annual career fair must provide certain students the opportunity to meet and interview with certain employers; requiring a student's personalized academic and career plan to be reviewed annually for a certain period of time and signed by certain persons; requiring the Board of Governors and the State Board of Education to adopt regulations and rules, respectively, to enable certain students to earn postsecondary credit and career education clock hours for certain training and education acquired while an apprentice or a preapprentice, etc.",1,"2025-02-24",2025,"2025-2026"
"S1096",1982483,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1096/2025","https://www.flsenate.gov/Session/Bill/2025/1096","Weapons and Firearms",NA,"Citing this act as the ""Responsible Gun Ownership Act""; requiring a background check on every sale or other transfer of a firearm; providing criminal penalties; revising requirements for the safe storage of firearms; prohibiting the manufacture, assembly, importing, purchasing, selling, or transferring of any firearm not imprinted with a valid serial number; creating the Veteran's Firearm Suicide Reduction Task Force, etc.",1,"2025-02-25",2025,"2025-2026"
"S1098",1982440,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1098/2025","https://www.flsenate.gov/Session/Bill/2025/1098","Elections",NA,"Revising the list of required items that must be received by a specified officer for nomination and election qualification; providing a method to challenge the contents of certain forms and statements; prohibiting a qualifying officer from accepting certain items after a specified deadline; revising where secure ballot intake stations may be placed and when they may be accessed; revising who is required to give approval and permission to use names, abbreviations, and symbols of political parties, etc.",1,"2025-02-25",2025,"2025-2026"
"S1100",1982598,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1100/2025","https://www.flsenate.gov/Session/Bill/2025/1100","Protective Services for Certain Victims and Witnesses",NA,"Revising the definition of the term ""serious felony offense"", etc.",1,"2025-02-25",2025,"2025-2026"
"S1102",1982284,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1102/2025","https://www.flsenate.gov/Session/Bill/2025/1102","School Readiness Program",NA,"Revising the criteria for a child to receive priority for participation in the school readiness program; providing requirements for a school readiness program provider to be eligible for specified funding beginning on a specified date, etc.",1,"2025-02-25",2025,"2025-2026"
"S1104",1982420,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1104/2025","https://www.flsenate.gov/Session/Bill/2025/1104","Local Government Code Enforcement",NA,"Authorizing a county or municipality to designate a special magistrate; authorizing an enforcement board to record an original order issued by the board in the public records of the county; revising the method by which certain notices may be provided to an alleged code violator; requiring a governmental entity that permits its code inspectors to wear body cameras to establish certain policies and procedures; requiring the reclassification of certain offenses committed against code enforcement officers while engaged in the performance of their duties, etc.",1,"2025-02-25",2025,"2025-2026"
"S1106",1982690,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1106/2025","https://www.flsenate.gov/Session/Bill/2025/1106","Public Records/Body Camera Recordings Recorded by a Code Inspector",NA,"Providing an exemption from public records requirements for body camera recordings recorded by a code inspector under certain circumstances; providing exceptions; requiring a local government to retain body camera recordings for a specified period; providing for retroactive application; providing for future legislative review and repeal of the exemption; providing a statement of public necessity, etc.",1,"2025-02-25",2025,"2025-2026"
"S1108",1982264,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1108/2025","https://www.flsenate.gov/Session/Bill/2025/1108","Fire Detection and Alarm Documents",NA,"Providing that certain fire alarm contractors are not required to be licensed as engineers; requiring that fire detection and alarm system documents be prepared by specified persons for specified new buildings or additions to existing buildings that provide certain fire suppression systems; providing exceptions, etc.",1,"2025-02-25",2025,"2025-2026"
"S1110",1982636,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1110/2025","https://www.flsenate.gov/Session/Bill/2025/1110","Large-scale County Destination Marketing Organizations",NA,"Defining the term ""large-scale county destination marketing organization""; requiring a large-scale county destination marketing organization to register with the Department of State; requiring the department to maintain a list of large-scale county destination marketing organizations on its website; requiring a one-to-one match of private to public contributions to fund large-scale county destination marketing organizations, etc.",1,"2025-02-25",2025,"2025-2026"
"S1112",1982659,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1112/2025","https://www.flsenate.gov/Session/Bill/2025/1112","Mathematics Instruction",NA,"Revising rules for teacher preparation programs to include a minimum of 85 instructional hours in specified content in mathematics; revising requirements for certificate programs from educator preparation institutes to include specified content in mathematics; revising the criteria that instructional materials reviewers use to evaluate mathematics instructional materials, etc.",1,"2025-02-25",2025,"2025-2026"
"S1114",1982561,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1114/2025","https://www.flsenate.gov/Session/Bill/2025/1114","Tourist Development Tax",NA,"Limiting the total amount of tourist development tax revenues that must be spent annually to promote and advertise tourism in order for any tourist development tax revenues to be used for a specified purpose, etc.",1,"2025-02-25",2025,"2025-2026"
"S1116",1982649,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1116/2025","https://www.flsenate.gov/Session/Bill/2025/1116","Tourist Development Tax",NA,"Authorizing proceeds of the tourist development tax to be used to fund public safety improvements, affordable housing, and workforce housing, etc.",1,"2025-02-25",2025,"2025-2026"
"S1118",1982494,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1118/2025","https://www.flsenate.gov/Session/Bill/2025/1118","Land Use and Development Regulations",NA,"Prohibiting a county from requiring an applicant to take certain actions as a condition of processing a development permit or development order; deleting language authorizing the owner of an agricultural enclave to apply for a comprehensive plan amendment; revising the expedited state review process for the adoption of comprehensive plan amendments; requiring an approving agency to administer plat submittals and take specified actions within a certain timeframe; providing requirements for certain recreational covenants recorded on or after a certain date, etc.",1,"2025-02-25",2025,"2025-2026"
"S1120",1982545,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1120/2025","https://www.flsenate.gov/Session/Bill/2025/1120","Onsite Sewage Treatment and Disposal Systems",NA,"Specifying that a construction permit for the construction of an onsite sewage treatment and disposal system for a single-family dwelling is valid in perpetuity; providing an exception; prohibiting a municipality or political subdivision from placing certain requirements on applicants for a building permit for a single-family dwelling, etc.",1,"2025-02-25",2025,"2025-2026"
"S1122",1982629,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1122/2025","https://www.flsenate.gov/Session/Bill/2025/1122","Florida Virtual School",NA,"Deleting provisions requiring the Florida Virtual School to give priority to certain students; providing that officers and employees are granted sovereign immunity in addition to the board of trustees; providing that certain expenditures are contingent upon review and approval by the Florida Virtual School president and chief executive officer or authorized designees, rather than the executive director, etc.",1,"2025-02-25",2025,"2025-2026"
"S1124",1982699,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1124/2025","https://www.flsenate.gov/Session/Bill/2025/1124","Pharmacist Selection and Reimbursement",NA,"Authorizing health plan members and covered individuals under the state group insurance program plans and health maintenance organizations, Medicaid recipients under the Medicaid managed care plans and Medicaid providers, Medicaid managed care enrollees under eligible plans contracted with the Agency for Health Care Administration for the Medicaid program, insureds and covered individuals under individual health insurance policies, insureds and covered individuals under group, blanket, and franchise health insurance policies, and subscribers and covered individuals under health maintenance contracts, respectively, to select in-network pharmacists for services under certain circumstances, etc.",1,"2025-02-25",2025,"2025-2026"
"S1126",1982298,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1126/2025","https://www.flsenate.gov/Session/Bill/2025/1126","Cost-of-living Adjustment of Retirement Benefits",NA,"Revising the amount of the Florida Retirement System annual cost-of-living adjustment; revising how the cost-of-living adjustment of benefits for certain retirees and beneficiaries is calculated, etc.",1,"2025-02-25",2025,"2025-2026"
"S1128",1982339,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1128/2025","https://www.flsenate.gov/Session/Bill/2025/1128","Building Permits for a Single-family Dwelling",NA,"Prohibiting the expiration of certain building permits issued by a county or a local government, respectively, before a specified event; specifying that certain permit applications are deemed in compliance; indemnifying local governments in certain circumstances, etc.",1,"2025-02-25",2025,"2025-2026"
"S1130",1982346,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1130/2025","https://www.flsenate.gov/Session/Bill/2025/1130","Portable Benefits Accounts for Independent Contractors and Sole Proprietors",NA,"Creating the ""Voluntary Portable Benefits Act""; authorizing certain parties to make voluntary contributions to portable benefits accounts for independent contractors and sole proprietors; prohibiting contributions to a portable benefits account from being used as a criterion for determining a worker's employment classification, etc.",1,"2025-02-25",2025,"2025-2026"
"S1132",1982412,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1132/2025","https://www.flsenate.gov/Session/Bill/2025/1132","Consumers' Right to Repair Certain Equipment",NA,"Creating the ""Portable Wireless Device Repair Act""; requiring portable wireless device manufacturers to make certain items available to device owners and independent repair providers; prohibiting certain manufacturers from requiring authorized repair providers to continue purchasing certain information in a proprietary format; providing that a complaint may be filed in circuit court under certain circumstances; requiring original equipment manufacturers of agricultural equipment to make certain diagnostic and repair information available for no charge and in a certain manner to independent repair providers and owners, etc.",1,"2025-02-25",2025,"2025-2026"
"S1134",1982361,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1134/2025","https://www.flsenate.gov/Session/Bill/2025/1134","Alternative Plans Review and Inspections",NA,"Requiring that a notice of private inspection services specify whether any scheduled inspection by a private provider will be conducted virtually or in person; authorizing a private provider to use an automated or software-based plans review system designed to make specific determinations; requiring the local building official to issue the requested permit or provide written notice of noncompliance within a specified timeframe for permits related to single-trade plans reviews for single-family or two-family dwellings, etc.",1,"2025-02-25",2025,"2025-2026"
"S1136",1982681,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1136/2025","https://www.flsenate.gov/Session/Bill/2025/1136","Age as an Element of a Criminal Offense",NA,"Providing that ignorance of a victim's age, misrepresentation of a victim's age, and a bona fide belief concerning a victim's age are not defenses to certain offenses in which the victim's age is an element of the offense; providing an exception; revising the age requirements for committing the offenses relating to luring or enticing a child, etc.",1,"2025-02-25",2025,"2025-2026"
"S1138",1982260,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1138/2025","https://www.flsenate.gov/Session/Bill/2025/1138","Central Service Technician Services",NA,"Authorizing licensed hospitals and ambulatory surgical centers to employ or otherwise retain the services of a central service technician only if he or she meets specified criteria; requiring central service technicians who do not meet specified criteria to obtain a certain certification within a specified timeframe as a condition of continued employment; requiring central service technicians to complete a specified number of continuing education hours annually as a condition of continued employment, etc.",1,"2025-02-25",2025,"2025-2026"
"S1140",1982367,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1140/2025","https://www.flsenate.gov/Session/Bill/2025/1140","Criminal Offender Substance Abuse Pilot Program",NA,"Creating a substance abuse accountability pilot program in a specified county; providing for eligibility for the program; providing for design and implementation of the program in the county; authorizing subgrants for personnel needs; requiring a report to certain officials by a specified date, etc.",1,"2025-02-25",2025,"2025-2026"
"S1142",1982584,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1142/2025","https://www.flsenate.gov/Session/Bill/2025/1142","Release of Conservation Easements",NA,"Requiring certain water management districts, upon application by the fee simple owner of a parcel subject to a conservation easement, to release the conservation easement if specified conditions are met; providing for the valuation of the property upon such release; specifying that land released from the conservation easement may be used for development consistent with certain zoning, etc.",1,"2025-02-25",2025,"2025-2026"
"S1144",1982464,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1144/2025","https://www.flsenate.gov/Session/Bill/2025/1144","Hope Florida Program",NA,"Establishing the Office of Hope Florida within the Executive Office of the Governor; specifying the functions of hope navigators under the Hope Florida program; specifying eligibility requirements for participation in the program; requiring the Executive Office of the Governor to designate agencies to perform certain functions under the program, etc.",1,"2025-02-25",2025,"2025-2026"
"S1146",1982433,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1146/2025","https://www.flsenate.gov/Session/Bill/2025/1146","Public Records/Hope Florida Program",NA,"Providing an exemption from public records requirements for the personal identifying information of a participant in the Hope Florida program contained in records held by the Office of Hope Florida or any other state agency designated to participate in administering the program; authorizing disclosure of confidential and exempt information, subject to certain requirements and limitations; providing criminal penalties for the unlawful disclosure of confidential and exempt information; providing for future legislative review and repeal; providing a statement of public necessity, etc.",1,"2025-02-25",2025,"2025-2026"
"S1148",1982601,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1148/2025","https://www.flsenate.gov/Session/Bill/2025/1148","Carbon Sequestration",NA,"Creating the Carbon Sequestration Task Force adjunct to the Department of Environmental Protection; providing for task force membership, meetings, and duties; requiring the task force to submit specified reports to the Secretary of Environmental Protection and to the Governor and the Legislature by specified dates, etc.",1,"2025-02-25",2025,"2025-2026"
"S1150",1982381,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1150/2025","https://www.flsenate.gov/Session/Bill/2025/1150","School Social Workers",NA,"Providing that persons employed as school social workers are exempt from teacher certification requirements; providing an exception, etc.",1,"2025-02-25",2025,"2025-2026"
"S1152",1983559,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1152/2025","https://www.flsenate.gov/Session/Bill/2025/1152","Specialty License Plates/Florida Wildflower",NA,"Increasing the annual use fee for the Florida Wildflower license plate and providing a discount for owners purchasing the plate for more than a specified number of vehicles, etc.",1,"2025-02-25",2025,"2025-2026"
"S1154",1982996,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1154/2025","https://www.flsenate.gov/Session/Bill/2025/1154","Coverage of Prescription Drugs for Pain",NA,"Requiring the Medicaid program and Medicaid managed care plans, respectively, to provide coverage such that nonopioid pain drugs are not disadvantaged or otherwise discouraged relative to any opioid or narcotic drug for pain management or treatment; specifying prohibited practices in relation to such coverage, etc.",1,"2025-02-25",2025,"2025-2026"
"S1156",1983166,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1156/2025","https://www.flsenate.gov/Session/Bill/2025/1156","Home Health Aide for Medically Fragile Children Program",NA,"Specifying that services provided by a home health aide for a medically fragile child may not exceed a specified percentage of the total annual hours authorized for private duty nursing services for that child; revising requirements for the Medicaid fee schedule for home health aides for medically fragile children; requiring the Agency for Health Care Administration, within a specified timeframe, to seek federal approval to implement specified practices under the program, etc.",1,"2025-02-25",2025,"2025-2026"
"S1158",1983518,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1158/2025","https://www.flsenate.gov/Session/Bill/2025/1158","Working Floridians Tax Rebate Program",NA,"Creating the program; specifying the purpose of the program; specifying eligibility requirements for receiving a rebate under the program in a specified tax year; requiring the Department of Revenue to issue rebate payments not exceeding a certain amount by a specified time, etc.",1,"2025-02-25",2025,"2025-2026"
"S1160",1983555,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1160/2025","https://www.flsenate.gov/Session/Bill/2025/1160","Benefits for Certain Officers Injured in the Line of Duty",NA,"Revising eligibility criteria for health insurance coverage provided to law enforcement, correctional, and correctional probation officers injured in the line of duty and to their spouses and dependent children, etc.",1,"2025-02-25",2025,"2025-2026"
"S1162",1983230,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1162/2025","https://www.flsenate.gov/Session/Bill/2025/1162","Water Access Facilities",NA,"Providing sovereignty submerged land leases for Clean Marine Manufacturer facilities; providing competitive grant programs for the construction and maintenance of publicly owned parking for boat-hauling vehicles and trailers, etc.",1,"2025-02-25",2025,"2025-2026"
"S1164",1983327,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1164/2025","https://www.flsenate.gov/Session/Bill/2025/1164","Delivery of Notices from Landlords to Tenants",NA,"Authorizing a landlord to deliver any required notice to a tenant by e-mail if the tenant signs an addendum to his or her rental agreement which specifically agrees to such delivery; requiring a tenant who agrees to such addendum to provide the landlord with his or her valid e-mail address; requiring a landlord to maintain copies of any notice sent by e-mail, with evidence of transmission, etc.",1,"2025-02-25",2025,"2025-2026"
"S1166",1983390,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1166/2025","https://www.flsenate.gov/Session/Bill/2025/1166","Services for Medically Needy Children",NA,"Transferring operation of the Children's Medical Services Managed Care Plan from the Department of Health to the Agency for Health Care Administration, effective on a specified date; requiring the agency to pay for individual and family therapy services provided to Medicaid recipients by certain behavioral health providers if certain conditions are met; requiring the CMS program to transfer operation of certain managed care contracts from the department to the agency effective on a specified date, etc.",1,"2025-02-25",2025,"2025-2026"
"S1168",1983455,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1168/2025","https://www.flsenate.gov/Session/Bill/2025/1168","Installation or Use of Tracking Devices or Applications",NA,"Providing enhanced criminal penalties for a person who, to commit or facilitate the commission of a dangerous crime, knowingly installs or places a tracking device or tracking application on another person's property without consent or uses such a device or application to determine a person's or their property's location or movement without consent, etc.",1,"2025-02-25",2025,"2025-2026"
"S1170",1982794,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1170/2025","https://www.flsenate.gov/Session/Bill/2025/1170","Conduct in Polling Places",NA,"Authorizing members of the public to take photographs before the polls open and after the polls close, etc.",1,"2025-02-25",2025,"2025-2026"
"S1172",1983321,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1172/2025","https://www.flsenate.gov/Session/Bill/2025/1172","Preferences for Veterans and Military Spouses",NA,"Requiring the state and its political subdivisions to give preference in appointment and retention in positions of employment to the spouses of wartime veterans, veterans, members of any reserve component of the United States Armed Forces or the Florida National Guard, and certain active duty servicemembers; defining the term ""veteran-owned or military spouse-owned business""; providing for contracting preferences for such businesses; citing this act as the ""Florida Veterans and Military Spouse Business Development Act"", etc.",1,"2025-02-25",2025,"2025-2026"
"S1174",1983278,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1174/2025","https://www.flsenate.gov/Session/Bill/2025/1174","Licensure of Family Foster Homes",NA,"Requiring the Department of Children and Families to adopt rules to ensure that certain licensees may amend their licenses without submitting new applications and that the amended license process receives priority, etc.",1,"2025-02-25",2025,"2025-2026"
"S1176",1983184,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1176/2025","https://www.flsenate.gov/Session/Bill/2025/1176","Assessment of Property Used for Residential Purposes",NA,"Defining the term ""changes or improvements made to improve the property's resistance to wind damage""; prohibiting consideration of the increase in just value of a property attributable to changes or improvements made to improve the property's resistance to wind damage in determinations of the assessed value of certain property, etc.",1,"2025-02-25",2025,"2025-2026"
"S1178",1983299,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1178/2025","https://www.flsenate.gov/Session/Bill/2025/1178","Homestead Assessment Limitation",NA,"Defining the terms ""income"" and ""senior citizen homesteader""; prohibiting the assessed value of real property used as a homestead by a person who has attained a certain age from exceeding a certain amount if certain conditions are met; requiring property that no longer meets certain eligibility requirements to be reassessed in a specified manner, etc.",1,"2025-02-25",2025,"2025-2026"
"S1180",1982957,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1180/2025","https://www.flsenate.gov/Session/Bill/2025/1180","Sexual Images",NA,"Providing criminal penalties for persons who willfully and maliciously generate or possess an altered sexual depiction of an identifiable person without the consent of the identifiable person; providing exceptions; authorizing an aggrieved person to initiate a civil action against persons who violate specified provisions, etc.",1,"2025-02-25",2025,"2025-2026"
"S1182",1983263,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1182/2025","https://www.flsenate.gov/Session/Bill/2025/1182","Medicaid Coverage of Continuous Glucose Monitors",NA,"Requiring the Agency for Health Care Administration to, within a specified timeframe, seek federal approval as needed to provide coverage of continuous glucose monitors and related supplies as a durable medical equipment benefit under the Medicaid program; requiring the agency to implement these changes upon receiving any necessary federal approval, etc.",1,"2025-02-25",2025,"2025-2026"
"S1184",1983233,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1184/2025","https://www.flsenate.gov/Session/Bill/2025/1184","Residual Market Insurers",NA,"Revising the conditions for insurance coverage to be eligible for export; transferring to surplus lines insurance those provisions relating to liability of insureds and deductibles; prohibiting policyholders from assigning post-loss insurance benefits under property insurance policies; requiring settlements or verdicts against insureds as a condition precedent to the accrual or maintenance of causes of actions against liability insurers by persons who are not insureds, etc.",1,"2025-02-25",2025,"2025-2026"
"S1186",1983407,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S1186/2025","https://www.flsenate.gov/Session/Bill/2025/1186","Applicants for President of a State University or Florida College System Institution",NA,"Defining the term ""final group of applicants"", etc.",1,"2025-02-25",2025,"2025-2026"
